,EN,FR
21972,Why are you alone?,Pourquoi es-tu seule ?
21973,Why are you alone?,Pourquoi êtes-vous seul ?
21974,Why are you alone?,Pourquoi êtes-vous seule ?
21975,Why are you alone?,Pourquoi êtes-vous seuls ?
21976,Why are you alone?,Pourquoi êtes-vous seules ?
21977,Why are you alone?,Pourquoi es-tu seul ?
21978,Why are you alone?,Pourquoi es-tu seule ?
21979,Why are you alone?,Pourquoi êtes-vous seul ?
21980,Why are you alone?,Pourquoi êtes-vous seule ?
21981,Why are you alone?,Pourquoi êtes-vous seuls ?
21982,Why are you alone?,Pourquoi êtes-vous seules ?
21983,Why are you angry?,Pourquoi es-tu en colère ?
21984,Why are you lying?,Pourquoi mens-tu ?
21985,Why are you lying?,Pourquoi mentez-vous ?
21986,Why are you upset?,Pourquoi es-tu énervé ?
21987,Why are you upset?,Pourquoi es-tu fâchée ?
21988,Why are you upset?,Pourquoi êtes-vous agacées ?
21989,Why are you upset?,Pourquoi êtes-vous contrariés ?
21990,Why are you upset?,Pourquoi êtes-vous agacé ?
21991,Why did I do that?,Pourquoi ai-je fait cela ?
21992,Why did I do this?,Pourquoi ai-je fait ça ?
21993,Why did I do this?,Pourquoi l'ai-je fait ?
21994,Why did you do it?,Pourquoi l'as-tu fait ?
21995,Why did you do it?,Pourquoi l'avez-vous fait ?
21996,Why didn't Tom go?,Pourquoi Tom n'est-il pas parti?
21997,Why do you resist?,Pourquoi résistes-tu ?
21998,Why do you resist?,Pourquoi résistez-vous ?
21999,Why is snow white?,Pourquoi la neige est-elle blanche ?
22000,Why is this funny?,Pourquoi c'est marrant ?
22001,Why must I suffer?,Pourquoi dois-je souffrir ?
22002,Why must we do it?,Pourquoi devons-nous le faire ?
22003,Why not just quit?,Pourquoi ne pas simplement démissionner ?
22004,Why not just quit?,Pourquoi ne pas simplement arrêter ?
22005,Why not just quit?,Pourquoi ne pas simplement cesser ?
22006,Why not just stay?,Pourquoi ne pas simplement rester ?
22007,Why not start now?,Pourquoi ne pas commencer maintenant ?
22008,Why not try it on?,Pourquoi ne pas l'essayer ?
22009,Why should I wait?,Pourquoi devrais-je attendre?
22010,Why take the risk?,Pourquoi encourir le risque ?
22011,Why was Tom fired?,Pourquoi Tom a-t-il été viré ?
22012,Why would I laugh?,Pourquoi rirais-je ?
22013,Why would she lie?,Pourquoi mentirait-elle ?
22014,Will Tom be ready?,Tom sera-t-il prêt ?
22015,Will you be going?,Irez-vous ?
22016,Will you be going?,Iras-tu ?
22017,Will you go there?,T'y rendras-tu ?
22018,Will you pay cash?,Payerez-vous en liquide ?
22019,Will you pay cash?,Payeras-tu en liquide ?
22020,Will you use this?,Vas-tu t'en servir ?
22021,Wood burns easily.,Le bois brûle facilement.
22022,Woods burn easily.,Les bois brûlent facilement.
22023,Would you do that?,Le ferais-tu ?
22024,Would you drop it?,Voudrais-tu bien laisser tomber ?
22025,Wow! That's cheap!,Waou ! C'est bon marché !
22026,Wow! That's cheap!,Waou ! C'est pas cher !
22027,Yes. That's right.,Oui. C'est exact.
22028,Yesterday was hot.,Hier il faisait chaud.
22029,Yesterday was hot.,"Hier, il a fait chaud."
22030,You are a bit fat.,Tu es un peu gras.
22031,You are a student.,Tu es un étudiant.
22032,You are a student.,Tu es une étudiante.
22033,You are a student.,Vous êtes un étudiant.
22034,You are a student.,Vous êtes une étudiante.
22035,You are a teacher.,Tu es professeur.
22036,You are a teacher.,Tu es enseignant.
22037,You are a teacher.,Tu es enseignante.
22038,You are actresses.,Vous êtes des actrices.
22039,You are beautiful.,Tu es beau.
22040,You are beautiful.,Tu es belle.
22041,You are beautiful.,Vous êtes beau.
22042,You are beautiful.,Vous êtes belle.
22043,You are beautiful.,Vous êtes beaux.
22044,You are beautiful.,Vous êtes belles.
22045,You are hilarious.,Que vous êtes drôle.
22046,You are hilarious.,Vous me faites mourir de rire.
22047,You are important.,Tu es important.
22048,You are important.,Vous êtes important.
22049,You are important.,Vous êtes importants.
22050,You are important.,Vous êtes importantes.
22051,You are important.,Tu es importante.
22052,You are important.,Vous êtes importante.
22053,You are in my way.,Tu es sur mon chemin.
22054,You are in my way.,Vous êtes sur mon chemin.
22055,You are my father.,Tu es mon père.
22056,You are my friend.,Tu es mon amie.
22057,You are so stupid.,Tu es tellement idiot !
22058,You are so stupid.,Tu es tellement idiote !
22059,You are so stupid.,Vous êtes tellement idiot !
22060,You are so stupid.,Vous êtes tellement idiote !
22061,You are so stupid.,Vous êtes tellement idiots !
22062,You are so stupid.,Vous êtes tellement idiotes !
22063,You are very nice.,Tu es très sympa.
22064,You are very rich.,Tu es très riche.
22065,You are very rich.,Vous êtes très riche.
22066,You are very rich.,Vous êtes très riches.
22067,You are very rich.,Vous êtes fort riche.
22068,You are very rich.,Vous êtes fort riches.
22069,You bet I'm angry.,Tu parles que je suis fâché.
22070,You both did well.,Vous avez tous deux bien fait.
22071,You broke my nose.,Tu m'as pété le nez.
22072,You broke my nose.,Vous m'avez cassé le nez.
22073,You came too late.,Tu es venue trop tard.
22074,You came too late.,Tu es venu trop tard.
22075,You came too late.,Vous êtes venu trop tard.
22076,You came too late.,Vous êtes venue trop tard.
22077,You came too late.,Vous êtes venus trop tard.
22078,You came too late.,Vous êtes venues trop tard.
22079,You can come home.,Tu peux venir à la maison.
22080,You can come home.,Vous pouvez venir à la maison.
22081,You can have both.,Vous pouvez avoir les deux.
22082,You can have both.,Tu peux avoir les deux.
22083,You can park here.,Tu peux te garer ici.
22084,You can park here.,Vous pouvez vous garer ici.
22085,You can trust him.,Tu peux lui faire confiance.
22086,You can trust him.,Tu peux t'y fier.
22087,You can wait here.,Tu peux attendre ici.
22088,You can wait here.,Vous pouvez attendre ici.
22089,You can't beat me.,Tu ne peux pas me battre.
22090,You can't come in.,Vous ne pouvez pas entrer.
22091,You can't come in.,Tu ne peux pas entrer.
22092,You can't deny it.,Vous ne pouvez pas nier cela.
22093,You can't do that.,Tu ne peux pas faire ça.
22094,You can't give up.,Tu ne peux pas arrêter.
22095,You can't give up.,Vous ne pouvez pas arrêter.
22096,You can't give up.,Tu ne peux pas admettre ta défaite.
22097,You can't give up.,Vous ne pouvez pas admettre votre défaite.
22098,You can't help me.,Tu ne peux pas m'aider.
22099,You can't help me.,Vous ne pouvez pas m'aider.
22100,You can't just go.,Tu ne peux pas simplement t'en aller comme ça.
22101,You can't just go.,Vous ne pouvez pas simplement vous en aller comme ça.
22102,You can't miss it.,Tu ne peux pas le manquer.
22103,You can't miss it.,Vous ne pouvez pas le manquer.
22104,You can't miss it.,Tu ne peux pas le louper.
22105,You can't save me.,Tu ne peux pas me sauver.
22106,You can't save me.,Vous ne pouvez pas me sauver.
22107,You could help me.,Tu pourrais m'aider.
22108,You could've died.,Tu aurais pu mourir.
22109,You could've died.,Vous auriez pu mourir.
22110,You did a bad job.,Vous avez fait du mauvais travail.
22111,You did a bad job.,Tu as fait du mauvais travail.
22112,"You did well, Tom.","Tu as bien fait, Tom."
22113,"You did well, Tom.","Vous avez bien fait, Tom."
22114,You did your best.,Tu as fais de ton mieux.
22115,You did your part.,Vous avez fait votre part.
22116,You did your part.,Tu as fait ta part.
22117,You do a nice job.,Vous faites un bon travail.
22118,You do a nice job.,Tu fais un bon travail.
22119,You do work a lot.,Vous travaillez vraiment beaucoup.
22120,You do work a lot.,Tu travailles vraiment beaucoup.
22121,You don't know us.,Vous ne nous connaissez pas.
22122,You gave it to me.,Tu me le donnas.
22123,You gave it to me.,Tu me l’as donné.
22124,You got here fast.,Tu es arrivé vite.
22125,You guessed right.,Tu as bien deviné.
22126,You guessed right.,Vous avez bien deviné.
22127,You had better go.,Vous feriez mieux de partir.
22128,You had better go.,Tu ferais mieux d'y aller.
22129,You had better go.,Vous feriez mieux d'y aller.
22130,You had better go.,Tu ferais mieux de partir.
22131,You had me fooled.,Tu m'as eu.
22132,You had no choice.,Tu n'avais pas le choix.
22133,You had no choice.,Vous n'aviez pas le choix.
22134,You have a future.,Vous avez un avenir.
22135,You have a future.,Tu as un avenir.
22136,You have no fever.,Tu n'as pas de fièvre.
22137,You have no fever.,Vous n'avez pas de fièvre.
22138,You have no heart.,Tu n'as pas de cœur.
22139,You have no heart.,Vous n'avez pas de cœur.
22140,You have no proof.,Tu n'as aucune preuve.
22141,You have no proof.,Vous n'avez aucune preuve.
22142,You have no taste.,Tu n'as aucun goût.
22143,You have no taste.,Vous n'avez aucun goût.
22144,You have one hour.,Tu as une heure.
22145,You have one hour.,Vous avez une heure.
22146,You have problems.,Tu as des problèmes.
22147,You have problems.,Vous avez des problèmes.
22148,You have to fight.,Il faut que tu te battes !
22149,You have to focus.,Tu dois te concentrer.
22150,You have to focus.,Vous devez vous concentrer.
22151,You have to leave.,Tu dois partir.
22152,You have to leave.,Vous devez partir.
22153,You have visitors.,Vous avez des visiteurs.
22154,You have visitors.,Tu as des visiteurs.
22155,You know too much.,Vous en savez trop.
22156,You know too much.,Tu en sais trop.
22157,You learn quickly.,Vous apprenez rapidement.
22158,You learn quickly.,Tu apprends rapidement.
22159,You like everyone.,Tu apprécies tout le monde.
22160,You like everyone.,Vous appréciez tout le monde.
22161,You like everyone.,Vous aimez bien tout le monde.
22162,You like everyone.,Tu aimes bien tout le monde.
22163,You look European.,Tu as l'air européen.
22164,You look European.,Tu as l'air européenne.
22165,You look European.,Vous avez l'air européen.
22166,You look European.,Vous avez l'air européenne.
22167,You look Japanese.,Tu as l'air japonais.
22168,You look Japanese.,Tu as l'air japonaise.
22169,You look Japanese.,Vous avez l'air japonais.
22170,You look Japanese.,Vous avez l'air japonaise.
22171,You look Japanese.,Vous avez l'air japonaises.
22172,You look fabulous.,Tu as l'air resplendissant.
22173,You look fabulous.,Tu as l'air resplendissante.
22174,You look fabulous.,Vous avez l'air resplendissant.
22175,You look fabulous.,Vous avez l'air resplendissante.
22176,You look fabulous.,Vous avez l'air resplendissants.
22177,You look fabulous.,Vous avez l'air resplendissantes.
22178,You look familiar.,Tu me dis quelque-chose.
22179,You look familiar.,Vous me dites quelque chose.
22180,You look handsome.,Tu as l'air beau.
22181,You look terrible.,Tu as une sale tête.
22182,You look terrific.,Tu as l'air terrible.
22183,You look terrific.,Tu as l'air super.
22184,You look terrific.,Vous avez l'air terrible.
22185,You look terrific.,Vous avez l'air super.
22186,You lost the game.,Vous avez perdu la partie.
22187,You lost the game.,Tu as perdu la partie.
22188,You made an error.,Tu as fait une erreur.
22189,You made me proud.,Tu m'as rendu fier.
22190,You make me laugh.,Tu me fais rire.
22191,You may be needed.,On pourrait avoir besoin de toi.
22192,You may enter now.,"Vous pouvez entrer, maintenant."
22193,You may go in now.,"Tu peux entrer, maintenant."
22194,You may go in now.,"Vous pouvez entrer, maintenant."
22195,You may need this.,Tu pourrais avoir besoin de ceci.
22196,You may park here.,Tu peux te garer ici.
22197,You may park here.,Vous pouvez vous garer ici.
22198,You missed a spot.,Tu as loupé une tache.
22199,You missed a spot.,C'est toi qui as loupé une tache.
22200,You must help her.,Vous devez l'aider.
22201,You must hurry up.,Tu dois te dépêcher.
22202,You must stop him.,Vous devez l'arrêter.
22203,You must stop him.,Tu dois l'arrêter.
22204,You must stop him.,Tu dois le retenir.
22205,You need stitches.,Vous avez besoin de points de suture.
22206,You need stitches.,Il te faut des points de suture.
22207,You need to hurry.,Tu dois te dépêcher.
22208,You need to leave.,Il faut que tu t'en ailles.
22209,You need to relax.,Tu as besoin de te détendre.
22210,You need to relax.,Vous devez vous détendre.
22211,You need to sleep.,Tu as besoin de dormir.
22212,You need to sleep.,Vous avez besoin de dormir.
22213,You never gave up.,Tu n'as jamais abandonné.
22214,You never gave up.,Vous n'avez jamais abandonné.
22215,You owe me a beer.,Tu me dois une bière.
22216,You owe me a kiss.,Vous me devez un baiser.
22217,You owe me a kiss.,Tu me dois un bisou.
22218,You read too much.,Vous lisez trop.
22219,You read too much.,Tu lis trop.
22220,You run very fast.,Tu cours très rapidement.
22221,You run very fast.,Vous courez très rapidement.
22222,You saved my life.,Tu m'as sauvé la vie.
22223,You should go now.,Vous devriez y aller maintenant.
22224,You should go now.,Tu devrais y aller maintenant.
22225,You should go now.,"Vous devriez partir, maintenant."
22226,You should go now.,"Tu devrais partir, maintenant."
22227,You should try it.,Tu devrais essayer.
22228,You sound nervous.,Tu as l'air nerveux.
22229,You sound nervous.,Vous avez l'air nerveux.
22230,You sound nervous.,Vous avez l'air nerveuses.
22231,You sound nervous.,Vous avez l'air nerveuse.
22232,You sound nervous.,Tu as l'air nerveuse.
22233,You talk too fast.,Tu parles trop vite.
22234,You talk too much.,Tu parles trop.
22235,You talk too much.,Vous parlez trop.
22236,You two may leave.,"Vous deux, vous pouvez partir."
22237,You understand me.,Tu me comprends.
22238,You weren't ready.,Tu n'étais pas prête.
22239,You weren't ready.,Vous n'étiez pas prêt.
22240,You won't be shot.,On ne te tirera pas dessus.
